DEP,dist_recta_km,distancia_km,duracion_min,factor_desvio,velocidad_kmh
AYACUCHO,1144.1541,1593.6629,1475.3083,1.3929,64.8134
PIURA,137.5693,215.1994,225.2617,1.5643,57.3198
AYACUCHO,1219.9131,1543.64,1484.6117,1.2654,62.3856
AYACUCHO,1276.3138,1657.8018,1504.9683,1.2989,66.0932
PIURA,754.974,1569.6576,8805.2817,2.0791,10.6958
AYACUCHO,1093.7901,1760.6656,1602.4567,1.6097,65.9237
AYACUCHO,1241.0877,1659.3542,1497.2233,1.337,66.4973
AYACUCHO,216.516,416.1051,532.385,1.9218,46.8952
PIURA,436.3177,1007.3849,892.8617,2.3088,67.6959
LORETO,48.8257,18.6188,27.9367,0.3813,39.9879
PIURA,1159.3807,1609.704,1510.2383,1.3884,63.9517
AYACUCHO,1284.4428,1675.5671,1528.7083,1.3045,65.764
AYACUCHO,1283.0988,1589.8028,1486.6667,1.239,64.1624
AYACUCHO,1248.7745,1505.6012,1409.9317,1.2057,64.0712
AYACUCHO,1338.5858,1686.5246,1560.0167,1.2599,64.8656
AYACUCHO,1233.0959,2255.141,9567.2317,1.8288,14.1429
AYACUCHO,1195.7832,1581.2865,1456.765,1.3224,65.1287
PIURA,816.7741,1658.4305,8833.8133,2.0305,11.2642
PIURA,893.1483,1709.4702,8893.43,1.914,11.533
AYACUCHO,1461.1228,1911.3872,1738.0883,1.3082,65.9824
LORETO,1170.0675,1999.7842,13647.49,1.7091,8.7919
PIURA,107.9283,166.743,157.8317,1.5449,63.3877
AYACUCHO,1256.3558,2443.484,9712.5183,1.9449,15.0949
PIURA,747.8093,1451.7839,8735.1517,1.9414,9.972
PIURA,18.417,30.4228,34.2483,1.6519,53.298
PIURA,1355.7231,1695.5574,1511.1567,1.2507,67.3216
AYACUCHO,1179.0188,1492.5482,1438.57,1.2659,62.2513
AYACUCHO,1131.8027,1533.5118,1380.6717,1.3549,66.642
AYACUCHO,1244.6525,1656.778,1553.05,1.3311,64.0074
AYACUCHO,1233.6252,1954.9518,1957.9717,1.5847,59.9075
AYACUCHO,1203.9352,1574.5718,1542.05,1.3079,61.2654
AYACUCHO,148.1545,270.8123,310.7017,1.8279,52.2969
AYACUCHO,77.8229,185.5398,235.675,2.3841,47.2362
AYACUCHO,1266.1108,1602.6685,1476.7933,1.2658,65.1141
LORETO,546.4593,915.2207,767.0267,1.6748,71.5924
LORETO,531.8844,1070.8721,2484.2367,2.0134,25.864
PIURA,46.0633,52.7292,60.5383,1.1447,52.2603
LORETO,829.3258,1498.991,3132.2417,1.8075,28.7141
AYACUCHO,1182.088,1488.9982,1428.9583,1.2596,62.521
AYACUCHO,1174.3481,2241.0824,9529.89,1.9084,14.1098
PIURA,127.757,214.5696,195.4183,1.6795,65.8801
PIURA,747.7137,1626.1895,8865.4317,2.1749,11.0058
AYACUCHO,1359.9341,1756.5248,1606.605,1.2916,65.5989
PIURA,644.2798,1466.3388,1398.74,2.2759,62.8997
AYACUCHO,207.972,430.3027,468.1533,2.069,55.1489
LORETO,876.8142,1691.1872,8853.3383,1.9288,11.4614
AYACUCHO,1274.1447,1560.2942,1447.95,1.2246,64.6553
PIURA,30.1764,38.9462,35.065,1.2906,66.6412
AYACUCHO,1044.2228,1811.5302,1754.6383,1.7348,61.9454
AYACUCHO,1217.6575,2366.662,9648.785,1.9436,14.7168
LORETO,791.6829,1684.3034,8850.7383,2.1275,11.4181
AYACUCHO,1375.2824,1771.6316,1608.965,1.2882,66.066
LORETO,886.255,1590.0688,8732.125,1.7941,10.9256
AYACUCHO,1234.2026,2413.0244,9680.43,1.9551,14.9561
PIURA,140.6264,167.1774,157.4417,1.1888,63.7102
AYACUCHO,1214.1853,1459.8384,1398.3983,1.2023,62.6362
LORETO,719.1666,1676.166,8845.0167,2.3307,11.3702
LORETO,1101.321,2146.0436,11510.3367,1.9486,11.1867
AYACUCHO,1160.4943,1526.3489,1388.0717,1.3153,65.9771
PIURA,88.8665,116.7018,115.7817,1.3132,60.4768
LORETO,1065.8924,1939.0508,12610.5683,1.8192,9.2258
LORETO,746.1707,1681.34,8847.4967,2.2533,11.4021
PIURA,728.4392,1399.459,8655.8283,1.9212,9.7007
AYACUCHO,1350.741,1721.8618,1573.0083,1.2748,65.6778
AYACUCHO,133.8802,259.41,388.0683,1.9376,40.1079
AYACUCHO,1119.8343,1550.9826,1404.5783,1.385,66.254
AYACUCHO,1092.6717,2111.7124,9491.935,1.9326,13.3485
PIURA,1315.7051,1622.7395,1462.8167,1.2334,66.5595
PIURA,22.781,28.1772,26.18,1.2369,64.5772
AYACUCHO,1278.4321,1601.947,1515.9333,1.2531,63.4044
AYACUCHO,1136.6528,2151.1804,9575.4133,1.8926,13.4794
AYACUCHO,1217.4413,2355.546,9638.9667,1.9348,14.6626
LORETO,548.0317,783.0435,591.5567,1.4288,79.422
LORETO,11.9324,2.519,6.0417,0.2111,25.0163
AYACUCHO,1083.0482,1655.8325,1502.7417,1.5289,66.1125
PIURA,142.4526,315.6771,252.1267,2.216,75.1235
AYACUCHO,1158.1891,1553.4658,1388.3017,1.3413,67.1381
AYACUCHO,15.98,29.3642,36.7433,1.8376,47.9502
PIURA,81.2607,102.2711,124.5017,1.2586,49.2866
AYACUCHO,1325.7405,1717.9822,1585.4767,1.2959,65.0145
LORETO,547.3907,942.3236,766.9317,1.7215,73.7216
AYACUCHO,3.9382,11.1122,12.115,2.8217,55.0336
PIURA,49.1505,61.7519,51.165,1.2564,72.415
PIURA,1109.1841,1755.0012,1642.6267,1.5822,64.1047
LORETO,242.8147,765.9491,8100.8017,3.1545,5.6731
AYACUCHO,165.0563,298.9949,288.9267,1.8115,62.0908
LORETO,14.5782,18.4018,26.2217,1.2623,42.1067
LORETO,852.9667,1590.0688,8732.125,1.8642,10.9256
AYACUCHO,1235.3775,1515.462,1433.1333,1.2267,63.4468
AYACUCHO,880.3103,1463.3675,1562.2583,1.6623,56.202
AYACUCHO,1207.6033,1597.5895,1464.2883,1.3229,65.4621
AYACUCHO,1276.5812,1540.5988,1458.0917,1.2068,63.3951
PIURA,118.4559,140.4364,119.6267,1.1856,70.4373
PIURA,738.364,1608.4855,8836.3317,2.1784,10.9219
AYACUCHO,978.4767,1689.5788,1687.6917,1.7267,60.0671
AYACUCHO,139.3877,336.4077,340.0533,2.4135,59.3568
AYACUCHO,1371.3411,1755.2264,1593.3067,1.2799,66.0975
AYACUCHO,1101.2873,1461.102,1292.3583,1.3267,67.8342
LORETO,994.8744,1677.2786,1640.6417,1.6859,61.3399
LORETO,185.3008,16.3281,23.045,0.0881,42.5119
AYACUCHO,1268.1093,1691.913,1580.495,1.3342,64.2297
AYACUCHO,1025.2703,2053.1736,9465.4017,2.0026,13.0148
AYACUCHO,1325.1172,1663.5561,1524.0317,1.2554,65.493
AYACUCHO,260.8791,541.6979,625.43,2.0764,51.9672
LORETO,1101.9414,1997.7498,13642.8983,1.8129,8.7859
AYACUCHO,1126.5213,1574.3682,1517.61,1.3975,62.244
PIURA,17.7811,20.4215,23.9517,1.1485,51.1568
AYACUCHO,1306.0093,1654.907,1541.825,1.2671,64.4006
AYACUCHO,102.2217,190.6936,195.8433,1.8655,58.4223
AYACUCHO,1220.0098,1547.0005,1488.94,1.268,62.3397
PIURA,1082.4033,1739.0404,1645.485,1.6066,63.4113
AYACUCHO,1189.4288,1533.074,1494.9783,1.2889,61.5289
PIURA,94.9073,126.815,130.5533,1.3362,58.2819
AYACUCHO,1209.8935,1651.7959,1497.9217,1.3652,66.1635
AYACUCHO,1349.8754,2350.4036,9636.02,1.7412,14.6351
AYACUCHO,1139.7629,1694.7936,1540.5233,1.487,66.0085
AYACUCHO,731.4868,1066.7899,1277.2583,1.4584,50.1131
AYACUCHO,1154.1084,1778.1432,1605.3567,1.5407,66.4579
PIURA,676.4523,1479.2122,8839.5867,2.1867,10.0404
AYACUCHO,1135.2459,1507.899,1355.79,1.3283,66.7315
AYACUCHO,1296.4112,1711.0198,1546.2917,1.3198,66.3919
PIURA,117.3858,233.749,180.9367,1.9913,77.513
AYACUCHO,1404.1707,1912.3152,1748.3,1.3619,65.6288
AYACUCHO,1209.5851,1433.4674,1356.015,1.1851,63.4271
LORETO,766.3065,1636.7495,8805.27,2.1359,11.153
AYACUCHO,1158.2615,1650.9989,1529.605,1.4254,64.7618
AYACUCHO,1179.3018,2263.533,9644.1033,1.9194,14.0824
AYACUCHO,992.7238,1626.661,1616.8283,1.6386,60.3649
LORETO,950.9904,1905.7478,12584.325,2.004,9.0863
PIURA,1148.1892,1655.5011,1536.5867,1.4418,64.6433
PIURA,98.2272,144.3466,123.86,1.4695,69.9241
AYACUCHO,51.4326,90.5323,118.8083,1.7602,45.7202
AYACUCHO,1156.5783,1566.0445,1434.885,1.354,65.4845
AYACUCHO,1144.1332,1540.229,1393.1017,1.3462,66.3367
PIURA,524.2965,953.4672,835.3033,1.8186,68.4877
PIURA,46.1618,73.7953,58.1833,1.5986,76.0994
AYACUCHO,1321.16,1607.4984,1502.5133,1.2167,64.1924
LORETO,323.0294,808.8783,700.215,2.504,69.3111
AYACUCHO,96.5147,177.0211,179.6233,1.8341,59.1308
AYACUCHO,1335.3907,1688.2242,1611.2083,1.2642,62.868
AYACUCHO,198.4497,359.2588,349.8467,1.8103,61.6142
AYACUCHO,1180.2824,2255.176,9574.5167,1.9107,14.1324
PIURA,160.8549,215.9006,194.6017,1.3422,66.5669
AYACUCHO,36.9869,80.6561,104.1283,2.1807,46.475
AYACUCHO,12.7745,18.4016,24.0917,1.4405,45.829
LORETO,1089.4188,1903.1038,12578.11,1.7469,9.0782
AYACUCHO,1238.1919,1520.1838,1439.975,1.2277,63.3421
PIURA,1111.9633,1700.5648,1581.5567,1.5293,64.5148
LORETO,820.2737,1690.2136,8851.0167,2.0605,11.4578
PIURA,4.9825,6.5855,9.2333,1.3217,42.7939
LORETO,842.6855,1591.297,8734.6667,1.8884,10.9309
AYACUCHO,1317.6546,1686.0578,1573.0633,1.2796,64.3099
LORETO,828.1876,1657.9176,8796.86,2.0019,11.308
AYACUCHO,1209.6994,1535.312,1479.4017,1.2692,62.2676
AYACUCHO,1169.8071,1537.6705,1400.07,1.3145,65.8969
LORETO,646.1862,911.2258,1076.33,1.4102,50.7963
AYACUCHO,1215.2701,2210.6076,9535.965,1.819,13.9091
AYACUCHO,1186.3161,1462.851,1385.8233,1.2331,63.335
AYACUCHO,247.3601,496.3206,453.2367,2.0065,65.7035
AYACUCHO,34.0886,68.2917,90.5767,2.0034,45.2379
PIURA,731.0129,1399.3601,8655.8817,1.9143,9.6999
LORETO,534.8407,1081.5842,2508.3617,2.0223,25.8715
AYACUCHO,1364.6383,1713.0056,1564.5017,1.2553,65.6953
AYACUCHO,1316.5989,1690.3784,1572.2167,1.2839,64.5094
LORETO,764.8677,2209.375,9565.5417,2.8886,13.8583
AYACUCHO,1057.0541,2016.243,9394.8583,1.9074,12.8767
AYACUCHO,1326.4732,1663.9205,1523.8567,1.2544,65.5148
PIURA,1165.0846,1693.6568,1585.6117,1.4537,64.0885
AYACUCHO,1218.3901,1617.9468,1466.8317,1.3279,66.1813
AYACUCHO,1134.6499,1582.797,1465.4,1.395,64.8068
PIURA,1072.4668,1579.9245,1482.145,1.4732,63.9583
LORETO,839.5702,1599.6672,8738.1867,1.9053,10.984
PIURA,777.1612,1665.554,8900.9717,2.1431,11.2272
AYACUCHO,1189.7878,1511.6095,1464.1083,1.2705,61.9466
AYACUCHO,1314.8323,1637.636,1515.7583,1.2455,64.8244
AYACUCHO,122.4988,244.1259,341.965,1.9929,42.8335
LORETO,686.3437,1182.9639,2601.76,1.7236,27.2807
AYACUCHO,1294.7259,1580.9272,1460.02,1.2211,64.9687
AYACUCHO,866.0511,1378.4305,1466.8283,1.5916,56.3841
AYACUCHO,1268.7241,1606.0262,1480.4433,1.2659,65.0897
AYACUCHO,1309.4241,1756.4938,1605.9533,1.3414,65.6243
AYACUCHO,922.0062,1582.6568,1585.2583,1.7165,59.9015
AYACUCHO,140.4831,334.9204,322.7583,2.3841,62.2609
PIURA,518.1373,943.2781,833.555,1.8205,67.898
AYACUCHO,1403.7699,1808.1338,1675.5383,1.2881,64.7482
AYACUCHO,166.4927,330.7438,377.655,1.9865,52.547
LORETO,459.9344,681.6685,7991.0483,1.4821,5.1182
AYACUCHO,1229.6782,1622.54,1469.6683,1.3195,66.2411
AYACUCHO,41.1047,93.3913,129.8433,2.272,43.1557
LORETO,515.2346,661.852,473.065,1.2846,83.9443
LORETO,1012.6871,2044.5424,9420.1567,2.0189,13.0223
AYACUCHO,1230.8154,1537.9952,1463.9383,1.2496,63.0352
LORETO,830.493,1592.5201,8735.29,1.9176,10.9385
AYACUCHO,1222.9533,1538.4168,1478.945,1.258,62.4127
AYACUCHO,1116.5126,2136.2432,9513.4333,1.9133,13.473
AYACUCHO,1274.1243,1702.2498,1581.3017,1.336,64.5892
PIURA,16.7394,20.1489,25.3917,1.2037,47.6114
AYACUCHO,1191.4478,1686.3892,1554.6167,1.4154,65.0857
PIURA,108.1401,146.2467,177.195,1.3524,49.5206
AYACUCHO,1141.4494,1629.5192,1521.065,1.4276,64.2781
PIURA,105.9679,128.6391,106.1983,1.2139,72.6786
LORETO,477.447,666.3913,479.1867,1.3957,83.4403
AYACUCHO,1119.6808,1444.2258,1297.11,1.2899,66.8051
AYACUCHO,110.1163,216.0314,214.3667,1.9618,60.4659
AYACUCHO,37.5563,78.9235,127.9967,2.1015,36.9964
PIURA,85.1991,130.6375,129.885,1.5333,60.3476
LORETO,367.5541,663.9231,475.8217,1.8063,83.7192
PIURA,80.4977,100.5713,100.2217,1.2494,60.2093
PIURA,1257.2393,1750.9456,1575.2517,1.3927,66.692
AYACUCHO,1135.478,2260.054,9635.565,1.9904,14.0732
AYACUCHO,900.1187,1597.188,1614.3267,1.7744,59.363
PIURA,46.779,49.8499,41.1967,1.0656,72.6028
PIURA,588.6872,1032.3087,918.6533,1.7536,67.4232
PIURA,742.0682,1603.9696,8827.7383,2.1615,10.9018
AYACUCHO,1152.5856,1535.074,1415.7967,1.3319,65.0549
AYACUCHO,725.6358,1034.0724,1226.03,1.4251,50.6059
AYACUCHO,1229.2642,1717.9234,1550.67,1.3975,66.4715
AYACUCHO,65.1418,111.1556,116.365,1.7064,57.3139
PIURA,118.0607,176.5286,175.255,1.4952,60.436
AYACUCHO,1058.9061,1825.5778,1694.2817,1.724,64.6496
LORETO,107.7411,189.2079,2212.675,1.7561,5.1307
PIURA,40.3503,51.6715,72.5667,1.2806,42.7233
AYACUCHO,139.1638,299.5574,367.3467,2.1526,48.9277
LORETO,128.9318,187.0479,2208.1317,1.4508,5.0825
LORETO,545.3061,907.9002,785.7767,1.6649,69.3251
AYACUCHO,83.1812,161.8205,231.365,1.9454,41.965
AYACUCHO,1299.7014,2301.3704,9645.7517,1.7707,14.3153
PIURA,87.2941,139.1237,140.22,1.5937,59.5309
PIURA,50.6308,62.6792,58.3367,1.238,64.4664
AYACUCHO,1054.2694,2021.8292,9407.5933,1.9178,12.8949
AYACUCHO,1163.7725,1563.1855,1398.5917,1.3432,67.0611
AYACUCHO,1246.985,1610.523,1562.16,1.2915,61.8575
AYACUCHO,1240.7068,1520.783,1438.615,1.2257,63.427
LORETO,105.4988,105.2246,135.4433,0.9974,46.6134
PIURA,770.8751,1540.5729,8755.475,1.9985,10.5573
LORETO,221.9022,527.4121,6264.6183,2.3768,5.0513
LORETO,1087.2125,2026.3084,9380.035,1.8638,12.9614
AYACUCHO,1196.2165,1583.1972,1443.4783,1.3235,65.8076
AYACUCHO,1161.8568,1488.4395,1358.29,1.2811,65.7491
AYACUCHO,39.6572,153.9059,156.1267,3.8809,59.1466
LORETO,639.0494,1636.7495,8805.27,2.5612,11.153
AYACUCHO,1188.107,1532.12,1505.8367,1.2895,61.0473
AYACUCHO,1356.102,1721.6676,1561.1983,1.2696,66.1672
AYACUCHO,47.0691,119.7056,134.2383,2.5432,53.5044
AYACUCHO,1248.3007,1700.9098,1564.4883,1.3626,65.2319
PIURA,726.114,1401.908,8648.6033,1.9307,9.7258
AYACUCHO,1153.972,1604.6974,1490.3883,1.3906,64.6019
LORETO,468.406,925.6695,777.705,1.9762,71.4155
AYACUCHO,58.4755,128.1338,127.425,2.1912,60.3337
AYACUCHO,97.9834,206.2641,213.9933,2.1051,57.8329
AYACUCHO,208.9045,459.9091,533.4467,2.2015,51.7288
PIURA,64.6573,77.376,78.57,1.1967,59.0882
AYACUCHO,1242.278,2152.4196,9537.75,1.7326,13.5404
AYACUCHO,1190.7577,1491.7309,1445.1067,1.2528,61.9358
AYACUCHO,1281.9746,1586.755,1482.8083,1.2377,64.2061
AYACUCHO,1356.6051,1727.0342,1567.5817,1.2731,66.1031
AYACUCHO,1218.2291,1501.2012,1449.0667,1.2323,62.1587
AYACUCHO,1119.4701,2132.056,9496.65,1.9045,13.4704
PIURA,48.7879,62.2278,56.2833,1.2755,66.337
PIURA,127.7826,215.7505,196.425,1.6884,65.9032
PIURA,118.8286,172.3524,168.9617,1.4504,61.2041
LORETO,542.1172,1025.432,1645.1233,1.8915,37.399
LORETO,1287.9651,1974.7998,9323.8617,1.5333,12.708
AYACUCHO,1260.7539,1484.5672,1392.1583,1.1775,63.9827
LORETO,287.5749,104.4559,133.39,0.3632,46.9852
AYACUCHO,1221.2708,1626.7858,1505.7733,1.332,64.8219
LORETO,453.2963,941.5922,801.2133,2.0772,70.5125
AYACUCHO,1341.2902,1721.531,1570.2567,1.2835,65.7802
AYACUCHO,1365.1177,1807.657,1640.1533,1.3242,66.1276
AYACUCHO,1136.7559,2253.692,9628.515,1.9826,14.0439
AYACUCHO,1232.006,2515.2328,9778.395,2.0416,15.4334
AYACUCHO,1308.1413,1654.8555,1533.23,1.265,64.7596
AYACUCHO,874.4214,1417.7918,1471.5683,1.6214,57.8074
AYACUCHO,1193.2587,1432.7502,1368.3217,1.2007,62.8251
AYACUCHO,793.48,1303.6785,1363.0083,1.643,57.3883
PIURA,1311.75,1645.4509,1474.9183,1.2544,66.9373
AYACUCHO,1193.8927,1514.6052,1467.9667,1.2686,61.9063
LORETO,509.9502,953.7862,8273.625,1.8704,6.9168
AYACUCHO,1111.8053,2151.9028,9571.6133,1.9355,13.4893
AYACUCHO,1180.8299,2066.823,9462.4483,1.7503,13.1054
LORETO,230.8706,17.6749,25.5583,0.0766,41.4931
AYACUCHO,1200.5854,1603.502,1466.755,1.3356,65.5939
AYACUCHO,1116.6191,1432.9002,1302.6517,1.2832,65.9992
AYACUCHO,1135.4268,1767.9876,1608.4467,1.5571,65.9514
AYACUCHO,180.4375,395.6051,406.165,2.1925,58.4401
PIURA,94.3746,113.4622,111.025,1.2023,61.3171
AYACUCHO,1069.6788,2116.2324,9505.775,1.9784,13.3576
AYACUCHO,1232.4715,1530.7244,1453.0133,1.242,63.209
AYACUCHO,925.5304,1517.7948,1580.815,1.6399,57.6081
AYACUCHO,1034.5475,1801.8508,1749.3183,1.7417,61.8018
LORETO,847.5021,1630.0616,8770.1733,1.9234,11.1519
PIURA,141.1357,239.9363,187.5483,1.7,76.7598
AYACUCHO,1160.1656,1552.2716,1385.2317,1.338,67.2352
PIURA,61.2287,71.3928,67.185,1.166,63.7578
AYACUCHO,248.1514,547.7689,555.7233,2.2074,59.1412
AYACUCHO,1242.6891,1507.0506,1435.095,1.2127,63.0084
PIURA,1114.2864,1751.5082,1627.8317,1.5719,64.5586
AYACUCHO,1196.6799,1609.7818,1468.3483,1.3452,65.7793
AYACUCHO,1340.3578,1734.7132,1583.12,1.2942,65.7454
AYACUCHO,1053.4841,1567.9218,1565.6367,1.4883,60.0876
PIURA,1166.9577,1634.0145,1528.175,1.4002,64.1555
AYACUCHO,1206.8131,1606.5301,1446.0083,1.3312,66.6606
AYACUCHO,1282.0852,1713.1536,1561.8167,1.3362,65.8139
AYACUCHO,1184.4035,2252.755,9569.125,1.902,14.1251
AYACUCHO,1209.5352,1450.465,1376.2867,1.1992,63.2338
AYACUCHO,1196.3524,1584.1644,1441.8167,1.3242,65.9237
AYACUCHO,1216.4962,1817.274,1658.4,1.4939,65.748
LORETO,1235.3349,2022.0518,9377.7183,1.6368,12.9374
AYACUCHO,1203.862,1615.2242,1483.4967,1.3417,65.3277
PIURA,121.0875,200.5127,179.125,1.6559,67.1641
LORETO,397.8484,666.2683,479.1867,1.6747,83.4249
LORETO,626.1819,917.4994,770.17,1.4652,71.4777
AYACUCHO,1168.45,2244.834,9542.3483,1.9212,14.115
AYACUCHO,1310.7996,1576.4418,1506.0983,1.2027,62.8023
LORETO,823.3639,1311.4082,1357.6067,1.5927,57.9582
AYACUCHO,880.3837,1469.3068,1562.01,1.6689,56.4391
AYACUCHO,142.9982,301.8312,383.2283,2.1107,47.2561
LORETO,611.0525,991.0924,11832.315,1.6219,5.0257
AYACUCHO,908.3995,1501.0445,1593.595,1.6524,56.5154
AYACUCHO,1278.6899,1582.0294,1467.6283,1.2372,64.677
LORETO,202.8109,104.5601,133.7267,0.5156,46.9136
AYACUCHO,1007.3713,1977.5416,9361.015,1.9631,12.6752
LORETO,767.618,1449.8448,1484.3883,1.8888,58.6037
PIURA,1165.5563,1725.606,1645.2217,1.4805,62.9316
PIURA,22.6195,33.5794,34.0317,1.4845,59.2026
LORETO,227.3932,838.3783,854.625,3.6869,58.8594
AYACUCHO,99.5356,216.1167,309.8133,2.1713,41.8542
AYACUCHO,1215.6089,2338.305,9618.6317,1.9236,14.5861
PIURA,748.2415,1576.321,8809.9167,2.1067,10.7355
AYACUCHO,964.3391,1898.05,9268.5733,1.9682,12.287
PIURA,166.2117,250.1429,209.505,1.505,71.6383
PIURA,1220.3026,1693.8268,1538.1033,1.388,66.0746
PIURA,726.6898,1383.2356,8631.2467,1.9035,9.6155
PIURA,706.267,1588.4668,8907.57,2.2491,10.6997
AYACUCHO,1248.5752,1606.097,1551.52,1.2863,62.1106
AYACUCHO,1104.2435,2086.8694,9445.1217,1.8899,13.2568
AYACUCHO,1253.1057,2562.7156,9802.25,2.0451,15.6865
AYACUCHO,1228.0083,2314.5356,9607.0867,1.8848,14.4552
AYACUCHO,1171.5481,1578.5571,1458.7333,1.3474,64.9285
AYACUCHO,1067.5306,2040.1194,9410.0933,1.9111,13.0081
LORETO,703.907,1456.5514,1332.9783,2.0692,65.5623
PIURA,836.506,1620.2384,8805.0467,1.9369,11.0407
AYACUCHO,230.7388,516.1402,460.66,2.2369,67.2262
AYACUCHO,1121.4063,1486.7408,1348.2167,1.3258,66.1648
AYACUCHO,1384.8778,1879.004,1737.385,1.3568,64.8908
LORETO,768.7544,1588.4402,8729.71,2.0663,10.9175
LORETO,825.8084,1628.127,8765.7333,1.9716,11.1443
AYACUCHO,1296.2212,1586.4958,1466.7817,1.2239,64.897
LORETO,834.3767,1599.6672,8738.1867,1.9172,10.984
PIURA,142.985,207.3951,178.7967,1.4505,69.597
AYACUCHO,1194.7413,1543.832,1509.4967,1.2922,61.3648
LORETO,880.3934,1579.5422,8720.18,1.7941,10.8682
PIURA,415.6099,877.5921,902.5483,2.1116,58.3409
AYACUCHO,1286.7928,2394.3736,9665.295,1.8607,14.8637
PIURA,93.0082,124.3231,97.6667,1.3367,76.376
PIURA,45.1836,54.4277,55.4533,1.2046,58.8903
LORETO,710.9142,1454.8085,1330.315,2.0464,65.6149
AYACUCHO,1080.9771,2085.5796,9443.8567,1.9293,13.2504
AYACUCHO,154.1062,273.9017,374.5133,1.7774,43.8812
PIURA,173.8943,252.2344,298.235,1.4505,50.7454
LORETO,1008.0154,2058.9628,9430.5083,2.0426,13.0998
LORETO,470.1161,987.4462,834.0333,2.1004,71.0365
PIURA,1133.3276,1737.652,1618.1667,1.5332,64.4304
AYACUCHO,1096.9875,2084.3,9455.93,1.9,13.2254
PIURA,120.4375,208.5017,214.095,1.7312,58.4325
LORETO,521.9266,992.1672,1618.7283,1.901,36.7758
PIURA,591.9011,1437.9612,1392.3983,2.4294,61.9634
AYACUCHO,1226.505,2310.9816,9601.675,1.8842,14.4411
AYACUCHO,1269.1816,1559.612,1448.025,1.2288,64.6237
AYACUCHO,1244.93,1671.2535,1527.0083,1.3424,65.6678
AYACUCHO,1200.3064,1692.0092,1536.04,1.4096,66.0924
AYACUCHO,955.0783,1586.1538,1603.8567,1.6608,59.3377
AYACUCHO,111.2093,261.7014,294.7117,2.3532,53.2795
AYACUCHO,91.9431,185.2305,263.4733,2.0146,42.182
LORETO,538.9581,1077.5874,2502.9867,1.9994,25.8312
AYACUCHO,1091.4888,2087.2184,9461.2983,1.9123,13.2364
AYACUCHO,1372.5988,1706.904,1595.3917,1.2436,64.1938
AYACUCHO,1045.1798,1997.3218,9374.0667,1.911,12.7841
AYACUCHO,104.7906,167.7157,170.8833,1.6005,58.8878
AYACUCHO,1166.2993,1424.2389,1326.97,1.2212,64.3981
AYACUCHO,1280.5064,1695.425,1571.08,1.324,64.7488
AYACUCHO,1211.0579,1636.7175,1512.9,1.3515,64.9105
AYACUCHO,1203.3966,2474.4398,9736.115,2.0562,15.249
PIURA,1202.2774,1609.0975,1503.6667,1.3384,64.2069
LORETO,597.6317,904.1002,1073.6967,1.5128,50.5227
AYACUCHO,1357.292,1697.518,1544.0367,1.2507,65.9642
PIURA,54.5084,59.06,56.6033,1.0835,62.6041
PIURA,739.8214,1640.7245,8882.5617,2.2177,11.0828
AYACUCHO,1102.5482,1627.4752,1480.0267,1.4761,65.9775
AYACUCHO,1091.4376,2092.4504,9458.6317,1.9172,13.2733
PIURA,47.1889,60.0941,53.4933,1.2735,67.4037
AYACUCHO,1143.0074,2199.347,9565.9367,1.9242,13.7949
LORETO,890.3803,1594.2604,8737.9083,1.7905,10.9472
LORETO,507.9858,955.6238,8277.7417,1.8812,6.9267
PIURA,132.6394,217.0821,167.6083,1.6366,77.7105
PIURA,98.0157,127.4301,134.1983,1.3001,56.9739
AYACUCHO,1103.8779,1632.7065,1491.2433,1.4791,65.6918
AYACUCHO,69.6647,123.0452,131.3217,1.7662,56.2185
LORETO,1260.8737,2459.5242,9700.4567,1.9507,15.2128
LORETO,783.8611,1603.3312,8752.0383,2.0454,10.9917
LORETO,398.3101,1474.7991,8667.265,3.7026,10.2094
AYACUCHO,1031.2607,1790.5018,1768.6433,1.7362,60.7415
AYACUCHO,1387.4525,1832.994,1706.7217,1.3211,64.4391
AYACUCHO,1308.5842,1665.313,1535.1933,1.2726,65.0855
LORETO,1049.5754,2013.8786,9369.735,1.9188,12.8961
LORETO,459.7834,1473.9358,8671.0983,3.2057,10.199
AYACUCHO,1087.0068,2087.451,9450.9633,1.9204,13.2523
LORETO,1014.6098,2017.289,9391.2233,1.9882,12.8883
LORETO,1048.1743,1905.7478,12584.325,1.8182,9.0863
AYACUCHO,1226.568,1579.1995,1480.3233,1.2875,64.0076
AYACUCHO,1248.7941,1678.8354,1517.4783,1.3444,66.3799
AYACUCHO,1251.0658,1707.7948,1603.9867,1.3651,63.8831
AYACUCHO,1345.6027,1731.6572,1601.1983,1.2869,64.8885
AYACUCHO,1126.3232,1594.2095,1490.3717,1.4154,64.1803
AYACUCHO,1124.2424,1521.1719,1378.0167,1.3531,66.2331
AYACUCHO,1338.4167,1707.4504,1558.3683,1.2757,65.7399
PIURA,133.1152,217.376,199.165,1.633,65.4862
LORETO,877.9929,1690.661,8852.3367,1.9256,11.4591
AYACUCHO,1350.3139,1796.6636,1658.945,1.3306,64.9809
LORETO,673.4969,1454.8395,1331.425,2.1601,65.5616
AYACUCHO,1129.9565,1547.3688,1403.0933,1.3694,66.1696
AYACUCHO,1117.8693,1516.0138,1373.4133,1.3562,66.2298
AYACUCHO,1210.0434,1531.3902,1473.6533,1.2656,62.3508
LORETO,805.7915,1628.2892,8765.8983,2.0207,11.1452
