DEP,dist_recta_km,distancia_km,duracion_min,factor_desvio,velocidad_kmh
LORETO,424.7088,1485.455,8685.385,3.4976,10.2618
AYACUCHO,1211.5643,1629.3242,1477.2683,1.3448,66.1758
AYACUCHO,1179.9014,1544.2538,1393.3233,1.3088,66.4994
AYACUCHO,89.5623,265.1732,272.1567,2.9608,58.4604
AYACUCHO,107.7838,245.1965,271.7283,2.2749,54.1415
PIURA,1126.3494,1672.0492,1598.6117,1.4845,62.7563
PIURA,1168.6988,1641.7531,1551.58,1.4048,63.487
AYACUCHO,1196.7982,2306.2268,9672.85,1.927,14.3054
LORETO,30.7739,37.272,51.085,1.2112,43.7765
PIURA,90.6234,129.3512,113.0733,1.4273,68.6375
AYACUCHO,1343.9862,1699.6158,1579.2117,1.2646,64.5746
PIURA,19.0298,29.3754,32.23,1.5437,54.6858
AYACUCHO,162.4989,323.8932,302.6467,1.9932,64.2121
AYACUCHO,1276.8421,1749.8382,1587.1067,1.3704,66.152
LORETO,797.4588,1490.6876,1555.3717,1.8693,57.5047
AYACUCHO,1229.981,1713.9784,1565.03,1.3935,65.7104
PIURA,42.1489,48.6428,42.6983,1.1541,68.3532
AYACUCHO,47.0674,78.6344,84.655,1.6707,55.7328
PIURA,74.8864,107.8136,138.5283,1.4397,46.6967
AYACUCHO,1149.6766,1533.284,1413.2567,1.3337,65.0958
LORETO,415.0592,707.1666,588.6117,1.7038,72.0849
AYACUCHO,1225.7451,1576.023,1518.89,1.2858,62.2569
PIURA,119.4952,234.9707,178.6533,1.9664,78.914
AYACUCHO,1165.8619,1506.7556,1374.295,1.2924,65.7831
LORETO,476.4614,858.1932,761.965,1.8012,67.5774
AYACUCHO,1245.0777,1535.7342,1474.5267,1.2334,62.4906
LORETO,1001.3887,1969.7184,1799.375,1.967,65.6801
AYACUCHO,98.6811,255.2106,258.86,2.5862,59.1541
PIURA,1037.31,1819.8478,1712.245,1.7544,63.7706
PIURA,518.9643,942.2912,831.8683,1.8157,67.9644
LORETO,1121.993,2107.463,9477.815,1.8783,13.3414
AYACUCHO,1186.9776,1578.083,1444.2983,1.3295,65.5578
AYACUCHO,1185.5398,1609.697,1479.195,1.3578,65.2935
PIURA,9.8874,13.3064,20.6,1.3458,38.7565
AYACUCHO,1295.2599,1649.2901,1521.8633,1.2733,65.0238
LORETO,665.2046,951.8076,798.675,1.4308,71.504
PIURA,72.4275,99.5681,83.4383,1.3747,71.5988
AYACUCHO,1205.3421,1541.1195,1495.6183,1.2786,61.8254
AYACUCHO,187.6629,372.9638,471.33,1.9874,47.478
LORETO,970.3944,1801.7424,10954.875,1.8567,9.8682
AYACUCHO,228.559,466.9838,414.2967,2.0432,67.6303
AYACUCHO,1182.8109,2294.5088,9707.4,1.9399,14.182
AYACUCHO,1211.778,1411.3045,1354.3633,1.1647,62.5226
AYACUCHO,1199.6855,1495.1235,1393.455,1.2463,64.3777
LORETO,815.8155,1641.4762,8785.73,2.0121,11.2101
PIURA,108.8972,147.9701,179.6133,1.3588,49.4295
AYACUCHO,1332.2336,1726.2392,1605.2267,1.2957,64.5232
LORETO,492.819,900.4531,742.1283,1.8271,72.8003
PIURA,738.0053,1568.7465,8795.5983,2.1257,10.7014
PIURA,1134.1248,1720.4864,1593.7067,1.517,64.773
AYACUCHO,1132.2986,1506.109,1353.25,1.3301,66.7774
LORETO,600.171,1061.7724,2483.2683,1.7691,25.6542
AYACUCHO,1075.4337,1793.2356,1759.5233,1.6675,61.1496
LORETO,1166.6357,1999.7842,13647.49,1.7141,8.7919
AYACUCHO,1249.6704,1453.4125,1355.6367,1.163,64.3275
AYACUCHO,189.1807,375.0311,436.995,1.9824,51.4923
AYACUCHO,1261.0333,1647.6745,1512.88,1.3066,65.3459
PIURA,777.878,1635.1938,8844.3217,2.1021,11.0932
PIURA,1262.5095,1751.0358,1572.115,1.3869,66.8285
AYACUCHO,1370.0373,1719.504,1571.715,1.2551,65.6418
AYACUCHO,1072.667,1575.8896,1610.5867,1.4691,58.7074
PIURA,96.3501,144.7506,130.3883,1.5023,66.609
PIURA,736.0464,1613.0619,8831.2533,2.1915,10.9592
AYACUCHO,107.4469,243.3138,269.9767,2.2645,54.0744
AYACUCHO,1208.9021,1629.6649,1476.0883,1.3481,66.2426
AYACUCHO,1350.0495,1637.0794,1533.5333,1.2126,64.0513
AYACUCHO,44.8524,81.1418,98.7733,1.8091,49.2897
AYACUCHO,13.9095,20.2769,32.5967,1.4578,37.3233
AYACUCHO,46.8664,119.2189,166.9383,2.5438,42.849
AYACUCHO,1176.0675,1529.7755,1366.0583,1.3008,67.1908
LORETO,9.966,12.4179,16.6967,1.246,44.6241
AYACUCHO,1147.9456,2200.786,9603.5917,1.9172,13.7498
AYACUCHO,1101.9527,2108.3598,9477.595,1.9133,13.3474
LORETO,68.3214,78.4096,110.6617,1.1477,42.5131
AYACUCHO,1196.8893,1612.8902,1465.6883,1.3476,66.0259
PIURA,88.5999,130.5405,153.9833,1.4734,50.8654
AYACUCHO,1134.5785,2178.3876,9540.1767,1.92,13.7003
LORETO,927.7877,1644.6646,8776.7717,1.7727,11.2433
LORETO,859.1288,2064.947,9437.0283,2.4035,13.1288
PIURA,165.524,289.944,216.6933,1.7517,80.2823
AYACUCHO,60.1312,118.1751,180.5717,1.9653,39.267
AYACUCHO,1189.9422,1605.0185,1463.1233,1.3488,65.8189
AYACUCHO,990.1799,1618.543,1674.4433,1.6346,57.9969
AYACUCHO,1271.9823,2433.3922,9725.5833,1.9131,15.0123
PIURA,51.0882,62.3756,64.08,1.2209,58.4041
AYACUCHO,189.4576,363.3564,305.9817,1.9179,71.2506
LORETO,1187.0482,2022.0518,9377.7183,1.7034,12.9374
AYACUCHO,1270.3501,1740.2472,1580.7517,1.3699,66.0539
PIURA,1231.0158,1681.8344,1563.8733,1.3662,64.5257
AYACUCHO,1296.5917,2378.6512,9641.8433,1.8345,14.8021
PIURA,512.7942,933.3311,820.0983,1.8201,68.2843
PIURA,96.6012,118.9837,116.28,1.2317,61.3951
AYACUCHO,1260.2915,1509.6145,1414.1033,1.1978,64.0525
AYACUCHO,1299.1524,1680.3224,1546.8817,1.2934,65.1759
AYACUCHO,1243.164,1692.9582,1548.2967,1.3618,65.606
PIURA,122.0179,167.634,136.005,1.3738,73.9535
PIURA,92.2633,176.673,195.0817,1.9149,54.3382
AYACUCHO,1098.5754,1558.381,1383.945,1.4185,67.5626
PIURA,97.4041,128.8334,111.28,1.3227,69.4645
AYACUCHO,1137.4424,1475.66,1355.1183,1.2973,65.3372
LORETO,841.9346,1653.198,8807.5267,1.9636,11.2622
PIURA,62.8454,95.8647,77.7383,1.5254,73.9903
AYACUCHO,1149.2267,1691.02,1689.78,1.4714,60.044
AYACUCHO,1269.9922,2195.0176,9637.2433,1.7284,13.6658
AYACUCHO,1041.3724,2178.952,9581.8967,2.0924,13.6442
PIURA,90.5269,143.3717,140.7283,1.5837,61.127
LORETO,703.1296,1458.9906,1336.2733,2.075,65.5101
PIURA,107.1308,144.5856,173.19,1.3496,50.0903
AYACUCHO,112.7524,217.7068,211.7333,1.9308,61.6927
PIURA,129.7673,272.1249,205.5783,2.097,79.4223
AYACUCHO,1097.7689,1649.46,1515.8567,1.5026,65.2882
AYACUCHO,1239.1791,1698.1726,1552.7683,1.3704,65.6185
AYACUCHO,1188.3006,1569.3042,1544.67,1.3206,60.9569
AYACUCHO,1229.6474,1562.1998,1497.03,1.2704,62.612
AYACUCHO,1185.9871,1615.0735,1460.26,1.3618,66.3611
AYACUCHO,877.5616,1412.942,1489.9633,1.6101,56.8984
AYACUCHO,1320.362,1601.7952,1490.4283,1.2131,64.4833
AYACUCHO,1208.1139,1474.4436,1357.4467,1.2205,65.1713
PIURA,1289.3847,1731.8752,1556.79,1.3432,66.7479
AYACUCHO,1095.0506,1643.4166,1507.4983,1.5008,65.4097
PIURA,704.0584,1373.2658,8720.5483,1.9505,9.4485
AYACUCHO,1231.4057,1627.6372,1478.5833,1.3218,66.0485
PIURA,31.99,38.7779,35.6017,1.2122,65.353
PIURA,80.4462,91.528,92.24,1.1378,59.5369
AYACUCHO,1291.738,1629.903,1538.2133,1.2618,63.5765
AYACUCHO,1359.6414,1875.8092,1697.8,1.3796,66.2908
AYACUCHO,1151.737,2292.6628,9607.4767,1.9906,14.318
AYACUCHO,23.1427,47.0868,73.225,2.0346,38.5826
AYACUCHO,1188.9412,1603.617,1464.5983,1.3488,65.6952
PIURA,119.1421,205.9424,166.5867,1.7285,74.1749
PIURA,734.1628,1678.7828,8868.5917,2.2867,11.3577
PIURA,1028.921,1581.5065,1481.66,1.5371,64.0433
AYACUCHO,933.2634,1556.6895,1571.1483,1.668,59.4478
AYACUCHO,1271.732,1621.3958,1492.5683,1.275,65.1788
PIURA,127.4928,202.2329,194.6517,1.5862,62.3369
AYACUCHO,1115.4811,2110.7784,9476.195,1.8923,13.3647
PIURA,37.487,44.4452,39.795,1.1856,67.0112
AYACUCHO,60.4154,101.0731,103.7433,1.673,58.4557
AYACUCHO,250.2901,563.8872,500.1367,2.2529,67.648
PIURA,31.8848,37.8208,33.1067,1.1862,68.5435
AYACUCHO,139.9167,306.9483,380.6367,2.1938,48.3845
AYACUCHO,57.773,142.4092,151.8617,2.465,56.2654
LORETO,1132.6038,1990.0662,13625.2517,1.7571,8.7634
PIURA,1092.8784,1727.3764,1624.62,1.5806,63.795
AYACUCHO,1206.0281,2272.367,9706.5683,1.8842,14.0464
AYACUCHO,1127.7652,1488.0655,1343.625,1.3195,66.45
AYACUCHO,151.1661,327.5568,329.55,2.1669,59.6371
AYACUCHO,47.4434,109.0185,99.7317,2.2979,65.5871
PIURA,83.4591,107.9446,124.225,1.2934,52.1367
AYACUCHO,15.6944,34.9647,52.58,2.2278,39.8989
AYACUCHO,1170.6894,1462.8115,1360.3817,1.2495,64.5177
PIURA,84.5381,113.6599,139.8067,1.3445,48.7787
AYACUCHO,1146.0952,2258.698,9580.1117,1.9708,14.1462
PIURA,95.8052,223.7228,165.2683,2.3352,81.2217
AYACUCHO,1380.6613,1713.0332,1599.245,1.2407,64.2691
AYACUCHO,1207.5372,1431.6292,1358.5633,1.1856,63.2269
LORETO,985.8049,1959.4644,1741.7383,1.9877,67.5003
PIURA,1165.1048,1685.7388,1570.2617,1.4469,64.4124
LORETO,516.2155,912.9723,749.3483,1.7686,73.1013
LORETO,746.7981,1680.3004,8850.6783,2.25,11.391
PIURA,873.7049,1689.8456,8889.8467,1.9341,11.4052
AYACUCHO,1015.2991,1967.5582,9332.525,1.9379,12.6497
PIURA,60.7842,74.2702,61.44,1.2219,72.5295
AYACUCHO,215.7347,407.9224,461.565,1.8909,53.0269
LORETO,868.8963,1707.1986,8863.375,1.9648,11.5568
AYACUCHO,1263.724,2418.2858,9728.2767,1.9136,14.915
AYACUCHO,1294.1309,1578.0884,1457.755,1.2194,64.9528
AYACUCHO,1113.1636,1479.2692,1343.0283,1.3289,66.0866
AYACUCHO,1285.4785,1594.5528,1468.1883,1.2404,65.1641
PIURA,789.6364,1566.2058,8766.3333,1.9835,10.7197
LORETO,629.0794,1071.6048,2493.135,1.7034,25.7893
AYACUCHO,1074.9779,1846.5652,1774.035,1.7178,62.4531
AYACUCHO,156.3984,293.0786,284.57,1.8739,61.794
AYACUCHO,1234.8234,1557.1415,1500.8783,1.261,62.2492
PIURA,95.4667,122.8725,117.465,1.2871,62.7621
PIURA,2.0018,2.7736,4.8533,1.3856,34.289
AYACUCHO,1013.7358,1973.4158,9337.4183,1.9467,12.6807
PIURA,1146.2645,1696.1432,1566.1033,1.4797,64.982
AYACUCHO,753.3098,1110.8188,1300.6483,1.4746,51.243
PIURA,109.3549,174.0744,139.6817,1.5918,74.7733
PIURA,31.6732,37.3678,34.9533,1.1798,64.1446
PIURA,1111.4599,1774.4572,1664.0567,1.5965,63.9807
AYACUCHO,1159.5578,1526.3015,1387.9983,1.3163,65.9785
AYACUCHO,228.2608,440.5192,584.4167,1.9299,45.2266
AYACUCHO,1380.3595,1755.853,1596.24,1.272,65.9996
AYACUCHO,1278.3347,1583.8329,1467.89,1.239,64.7392
AYACUCHO,1060.2092,1558.2,1540.535,1.4697,60.688
AYACUCHO,1003.1646,1594.391,1576.6267,1.5894,60.676
AYACUCHO,1159.7293,1506.1561,1431.725,1.2987,63.1192
PIURA,54.6927,138.4644,161.5467,2.5317,51.427
AYACUCHO,1189.1882,1645.2148,1527.0883,1.3835,64.6412
AYACUCHO,1198.9142,1570.3392,1421.175,1.3098,66.2975
AYACUCHO,809.3951,1184.1405,1357.74,1.463,52.3285
AYACUCHO,1219.8478,1623.8042,1493.835,1.3312,65.2202
PIURA,705.9566,1376.2275,8720.2867,1.9495,9.4691
LORETO,847.128,1684.3034,8850.7383,1.9883,11.4181
AYACUCHO,1184.1927,2302.496,9641.2283,1.9444,14.3291
AYACUCHO,1346.3196,1673.036,1574.6567,1.2427,63.7486
LORETO,995.705,2018.9338,9391.4267,2.0276,12.8986
AYACUCHO,1170.8564,1543.949,1410.9567,1.3186,65.6554
LORETO,847.128,1684.3034,8850.7383,1.9883,11.4181
PIURA,718.2551,1728.1136,8887.6567,2.406,11.6664
AYACUCHO,1097.4046,2079.6204,9457.4033,1.895,13.1936
AYACUCHO,1329.7155,1822.4184,1689.2383,1.3705,64.7304
AYACUCHO,1192.7221,1569.9166,1425.165,1.3162,66.0941
AYACUCHO,1214.7498,1657.3212,1498.7633,1.3643,66.3475
AYACUCHO,76.3999,175.771,240.0233,2.3007,43.9385
PIURA,90.0851,115.7319,113.4117,1.2847,61.2275
LORETO,1006.6452,1955.143,1738.73,1.9422,67.468
AYACUCHO,1109.9457,2143.4458,9525.1383,1.9311,13.5018
AYACUCHO,302.4928,665.1175,653.615,2.1988,61.0559
PIURA,131.2777,282.0948,206.2567,2.1488,82.0613
AYACUCHO,1320.9281,1645.2545,1526.2667,1.2455,64.6776
AYACUCHO,1206.6435,1608.1676,1449.15,1.3328,66.5839
AYACUCHO,1352.5325,1746.4956,1608.315,1.2913,65.155
AYACUCHO,1213.0009,1505.2914,1457.1417,1.241,61.9826
PIURA,47.357,89.0217,116.3533,1.8798,45.9059
LORETO,860.2486,1590.0688,8732.125,1.8484,10.9256
LORETO,493.617,1519.401,8842.24,3.0781,10.3101
LORETO,889.1976,1594.2604,8737.9083,1.7929,10.9472
AYACUCHO,1125.8528,1443.1495,1314.0217,1.2818,65.8962
LORETO,693.8645,1676.166,8845.0167,2.4157,11.3702
AYACUCHO,1234.5655,2112.584,9474.005,1.7112,13.3792
AYACUCHO,1250.0821,1560.7035,1477.0083,1.2485,63.3999
PIURA,69.1306,94.3055,94.9,1.3642,59.6241
PIURA,1082.5891,1684.5524,1575.3667,1.556,64.1585
AYACUCHO,1208.3202,1628.856,1473.2017,1.348,66.3394
LORETO,838.4587,1629.4561,8791.9767,1.9434,11.1201
AYACUCHO,1215.9546,1482.9565,1413.86,1.2196,62.9322
AYACUCHO,1265.1557,1721.5486,1559.7283,1.3607,66.2249
AYACUCHO,1167.3533,1620.9232,1491.9817,1.3885,65.1854
LORETO,460.9531,1471.3692,8665.6683,3.192,10.1876
AYACUCHO,38.6791,93.8283,132.595,2.4258,42.4578
PIURA,96.7919,128.5548,136.3017,1.3282,56.5898
PIURA,792.0129,1580.975,8779.0667,1.9961,10.8051
PIURA,144.9152,220.798,218.6383,1.5236,60.5927
AYACUCHO,1156.1637,1531.5882,1377.2867,1.3247,66.722
AYACUCHO,1339.0938,1702.16,1560.1833,1.2711,65.46
AYACUCHO,153.8478,315.2928,394.605,2.0494,47.9405
AYACUCHO,1171.3638,1547.162,1417.1967,1.3208,65.5024
PIURA,1052.9436,1658.0906,1622.345,1.5747,61.322
PIURA,127.5967,179.2975,174.83,1.4052,61.5332
LORETO,371.4225,991.4524,2593.7217,2.6693,22.9351
AYACUCHO,105.2101,214.1723,211.46,2.0357,60.7696
PIURA,64.1816,69.5502,61.5983,1.0836,67.7455
AYACUCHO,1180.8159,1543.8315,1401.0317,1.3074,66.1155
AYACUCHO,1192.9345,1517.9121,1473.5317,1.2724,61.8071
AYACUCHO,1270.0253,1569.6108,1464.8933,1.2359,64.2891
LORETO,1165.3877,1998.755,13646.125,1.7151,8.7882
AYACUCHO,1191.693,1578.8819,1452.455,1.3249,65.2226
AYACUCHO,856.1189,1399.7105,1492.04,1.6349,56.2871
PIURA,49.7449,68.0681,74.9383,1.3683,54.4993
LORETO,847.128,1684.3034,8850.7383,1.9883,11.4181
AYACUCHO,1248.2805,1487.2312,1398.2633,1.1914,63.8176
AYACUCHO,1271.0699,2650.64,9880.93,2.0854,16.0955
AYACUCHO,257.7439,520.719,499.1183,2.0203,62.5967
LORETO,164.4485,247.8841,257.4117,1.5074,57.7792
AYACUCHO,150.561,333.5615,343.9933,2.2155,58.1805
AYACUCHO,44.31,130.1541,166.5717,2.9374,46.8822
AYACUCHO,1344.6841,1716.29,1591.365,1.2764,64.7101
PIURA,47.9372,63.4844,63.115,1.3243,60.3512
AYACUCHO,1332.6111,1723.4204,1575.465,1.2933,65.6347
LORETO,203.7697,805.173,724.125,3.9514,66.7155
AYACUCHO,819.065,1372.305,1462.6517,1.6755,56.2939
AYACUCHO,1226.6337,1566.1785,1521.5383,1.2768,61.7603
AYACUCHO,1230.2524,1575.3208,1470.9867,1.2805,64.2557
PIURA,3.7756,4.8046,6.835,1.2725,42.1764
LORETO,610.9408,1071.6048,2493.135,1.754,25.7893
AYACUCHO,1122.0161,1676.192,1526.555,1.4939,65.8814
PIURA,67.9934,144.0198,134.9033,2.1181,64.0547
PIURA,56.3387,86.9199,74.7783,1.5428,69.742
LORETO,1009.9369,2061.5042,9434.1033,2.0412,13.111
AYACUCHO,1309.0908,1758.0252,1595.2483,1.3429,66.1223
PIURA,127.0738,196.5658,219.7383,1.5469,53.6727
PIURA,70.0143,94.5241,96.4417,1.3501,58.807
AYACUCHO,1164.9645,2260.4916,9595.0533,1.9404,14.1354
LORETO,863.1375,1417.0608,2258.1517,1.6418,37.6519
LORETO,665.2058,1413.5294,1301.09,2.125,65.1852
AYACUCHO,899.8333,1580.926,1589.905,1.7569,59.6611
AYACUCHO,1150.3644,1641.714,1536.0233,1.4271,64.1285
PIURA,109.5999,152.7283,188.9467,1.3935,48.4989
LORETO,774.578,1594.2604,8737.9083,2.0582,10.9472
AYACUCHO,1259.7176,1479.4425,1387.1883,1.1744,63.9903
AYACUCHO,1357.0258,1701.8712,1552.7833,1.2541,65.7608
PIURA,1335.8165,1717.0318,1527.645,1.2854,67.4384
AYACUCHO,817.2018,1246.5244,1438.895,1.5254,51.9784
AYACUCHO,1190.2722,1880.2332,1740.8717,1.5797,64.8032
AYACUCHO,1018.2457,1613.931,1635.2483,1.585,59.2178
AYACUCHO,1185.7751,1430.0695,1366.5217,1.206,62.7902
AYACUCHO,1162.8912,1532.5262,1397.3667,1.3179,65.8035
AYACUCHO,1247.8384,2133.5872,9519.1767,1.7098,13.4481
LORETO,983.4311,1799.2186,10952.405,1.8295,9.8566
AYACUCHO,59.3466,118.8986,152.7217,2.0035,46.7119
AYACUCHO,15.8771,36.8841,57.2067,2.3231,38.6851
AYACUCHO,1192.5504,1455.5306,1385.1733,1.2205,63.0476
AYACUCHO,1202.6957,2359.4452,9663.1983,1.9618,14.6501
PIURA,745.58,1567.341,8788.4333,2.1022,10.7005
AYACUCHO,1279.5448,1736.8478,1584.2533,1.3574,65.7792
AYACUCHO,1168.3317,1429.5229,1332.0933,1.2236,64.3884
AYACUCHO,795.9931,1258.5224,1453.8933,1.5811,51.9373
AYACUCHO,1366.8725,1797.483,1634.88,1.315,65.9675
AYACUCHO,1125.9349,1448.5048,1315.1517,1.2865,66.0839
AYACUCHO,1186.3547,1552.802,1405.195,1.3089,66.3026
LORETO,1090.2571,2210.9298,11599.54,2.0279,11.4363
LORETO,418.1109,662.3191,473.9867,1.5841,83.8402
AYACUCHO,1126.9579,1540.2005,1387.755,1.3667,66.591
LORETO,810.0294,1675.7165,8824.7867,2.0687,11.3932
AYACUCHO,1220.8037,1556.4922,1501.595,1.275,62.1936
AYACUCHO,1037.0133,1868.8862,1839.3683,1.8022,60.9629
AYACUCHO,1244.6613,1709.03,1538.15,1.3731,66.6657
AYACUCHO,1126.9628,1496.5135,1351.3967,1.3279,66.443
LORETO,726.8053,1718.17,8878.5633,2.364,11.6111
AYACUCHO,1301.4503,1597.8698,1471.45,1.2278,65.1549
PIURA,128.1467,257.1036,206.435,2.0063,74.7267
AYACUCHO,1178.9035,1577.5565,1471.11,1.3382,64.3415
AYACUCHO,1143.8934,1438.2102,1365.24,1.2573,63.2069
AYACUCHO,1248.2397,1661.8818,1531.3133,1.3314,65.1159
AYACUCHO,827.1866,1474.9534,1563.625,1.7831,56.5975
PIURA,778.927,1488.817,8719.0,1.9114,10.2453
LORETO,593.0952,1064.967,2488.1583,1.7956,25.6808
LORETO,566.6787,681.6685,7991.0483,1.2029,5.1182
AYACUCHO,92.0566,170.9939,204.3333,1.8575,50.2103
PIURA,507.452,1061.8544,982.4733,2.0925,64.8478
AYACUCHO,1214.3945,1644.025,1503.2383,1.3538,65.6193
PIURA,1100.5207,1733.3118,1612.9433,1.575,64.4776
LORETO,750.1272,1681.811,8847.1817,2.242,11.4057
LORETO,666.9487,1242.4605,1333.5767,1.8629,55.9005
LORETO,712.8728,915.0312,766.805,1.2836,71.5982
PIURA,433.7539,1011.1461,898.62,2.3312,67.5133
AYACUCHO,1345.8213,1835.3056,1674.3433,1.3637,65.7681
AYACUCHO,1027.9148,1960.5456,9324.3333,1.9073,12.6157
AYACUCHO,44.2685,91.2404,145.81,2.0611,37.5449
AYACUCHO,1006.5456,1955.9958,9323.055,1.9433,12.5881
AYACUCHO,36.6595,61.3899,69.4283,1.6746,53.0532
AYACUCHO,1018.522,1962.645,9331.825,1.927,12.619
AYACUCHO,1119.149,1726.0492,1565.3217,1.5423,66.1608
LORETO,76.8458,43.7809,63.5233,0.5697,41.3526
AYACUCHO,79.2838,162.9458,225.9333,2.0552,43.2727
LORETO,838.9857,1618.9575,8779.0667,1.9297,11.0647
PIURA,1089.9666,1576.5928,1474.06,1.4465,64.1735
AYACUCHO,1172.4674,1532.219,1378.1133,1.3068,66.7094
PIURA,512.873,938.7102,823.235,1.8303,68.4162
AYACUCHO,955.9116,1600.702,1674.48,1.6745,57.3564
AYACUCHO,1231.1626,2394.552,9676.0467,1.945,14.8483
PIURA,822.3998,1630.4634,8819.635,1.9826,11.092
AYACUCHO,1146.808,2268.388,9637.4067,1.978,14.1224
PIURA,1147.2783,1600.776,1519.7033,1.3953,63.2009
AYACUCHO,1197.8796,2330.284,9641.2083,1.9453,14.502
AYACUCHO,1179.6878,1546.2728,1386.1383,1.3107,66.9315
LORETO,782.1681,1188.2799,2604.9917,1.5192,27.3693
AYACUCHO,1150.4209,2235.563,9603.3283,1.9433,13.9674
PIURA,116.8987,190.691,168.9967,1.6313,67.7023
PIURA,778.1909,1494.8602,8713.8683,1.9209,10.293
LORETO,994.4554,2088.233,9465.1533,2.0999,13.2374
LORETO,662.3814,1461.7992,1517.4667,2.2069,57.7989
AYACUCHO,1164.9817,2226.0858,9589.0217,1.9108,13.929
PIURA,4.9825,6.5855,9.2333,1.3217,42.7939
AYACUCHO,1313.3028,2241.702,9564.985,1.7069,14.0619
AYACUCHO,1244.4047,1715.7972,1566.365,1.3788,65.724
AYACUCHO,198.9736,410.8389,379.0,2.0648,65.0405
AYACUCHO,1347.4998,1766.3234,1622.1617,1.3108,65.3322
PIURA,734.3963,1400.1941,8667.655,1.9066,9.6925
AYACUCHO,1400.308,2518.276,9768.53,1.7984,15.4677
PIURA,133.367,251.0291,285.7883,1.8822,52.7025
AYACUCHO,1184.1474,1517.7041,1477.3633,1.2817,61.6384
AYACUCHO,1169.2522,1542.6969,1373.8333,1.3194,67.3748
AYACUCHO,1160.931,2224.774,9667.8967,1.9164,13.8072
AYACUCHO,1242.0666,1746.1182,1640.7733,1.4058,63.8523
AYACUCHO,208.3372,421.0278,452.0683,2.0209,55.8802
PIURA,96.4337,136.1275,123.3783,1.4116,66.2
AYACUCHO,1122.763,1553.7278,1408.0033,1.3838,66.2098
PIURA,50.4555,59.5298,55.3483,1.1798,64.5329
AYACUCHO,1186.7772,2288.6336,9698.5633,1.9284,14.1586
LORETO,115.1127,313.53,347.77,2.7237,54.0926
AYACUCHO,50.2092,83.0853,95.0183,1.6548,52.4648
LORETO,209.3206,526.6833,6263.3833,2.5162,5.0454
AYACUCHO,1125.7731,1678.419,1530.465,1.4909,65.8004
AYACUCHO,1283.3021,2399.0,9674.5933,1.8694,14.8781
AYACUCHO,1260.5682,1540.3382,1433.5917,1.2219,64.4677
AYACUCHO,1139.8244,1463.0682,1366.155,1.2836,64.2563
PIURA,97.4129,123.175,124.3,1.2645,59.457
LORETO,265.0021,534.3663,6272.2917,2.0165,5.1117
LORETO,851.6137,1383.8512,1463.4833,1.625,56.7352
AYACUCHO,1164.1929,1710.9428,1587.145,1.4696,64.68
LORETO,36.6142,17.6749,25.5583,0.4827,41.4931
LORETO,757.2214,1591.297,8734.6667,2.1015,10.9309
LORETO,358.8904,658.827,471.9283,1.8357,83.7619
PIURA,1098.7977,1560.8771,1496.6617,1.4205,62.5743
AYACUCHO,1374.981,1848.0932,1689.2,1.3441,65.6439
LORETO,896.0041,1432.4906,1507.3983,1.5988,57.0184
PIURA,1191.741,1674.4875,1573.2467,1.4051,63.8611
PIURA,89.4542,138.4878,128.84,1.5481,64.4929
AYACUCHO,200.8344,423.3854,433.36,2.1081,58.619
PIURA,112.7939,155.906,153.6217,1.3822,60.8922
LORETO,499.095,938.4585,8279.205,1.8803,6.8011
PIURA,1070.1611,1642.2414,1538.9983,1.5346,64.0251
LORETO,963.5528,2197.9992,9589.035,2.2811,13.7532
PIURA,29.2633,43.8256,42.4,1.4976,62.0174
PIURA,713.0881,1458.2765,8726.3117,2.045,10.0268
PIURA,791.3774,1728.5038,8950.7583,2.1842,11.5868
LORETO,100.3101,104.1456,132.6433,1.0382,47.1093
AYACUCHO,60.5937,123.0146,156.6383,2.0302,47.1205
AYACUCHO,1124.4101,2118.785,9489.9133,1.8844,13.396
AYACUCHO,1078.6578,2291.936,9757.3267,2.1248,14.0936
AYACUCHO,105.5628,219.2902,217.9883,2.0773,60.3583
LORETO,1266.7074,2119.332,9452.7117,1.6731,13.4522
AYACUCHO,1187.5768,1508.2698,1464.2767,1.27,61.8027
AYACUCHO,1360.8603,1683.631,1577.3217,1.2372,64.0439
AYACUCHO,1136.0381,1480.6794,1370.4717,1.3034,64.825
PIURA,122.5283,202.9717,183.5883,1.6565,66.3348
AYACUCHO,1146.946,2261.1444,9586.3767,1.9714,14.1522
PIURA,1230.9087,1709.8384,1631.9133,1.3891,62.865
LORETO,394.6803,662.3191,473.9867,1.6781,83.8402
PIURA,73.6772,84.0669,70.6017,1.141,71.4433
AYACUCHO,1113.6603,2123.9256,9514.8717,1.9072,13.3933
PIURA,446.7604,986.7211,860.0467,2.2086,68.8373
AYACUCHO,1218.3595,1644.7854,1489.8417,1.35,66.24
AYACUCHO,1252.649,2153.694,9539.5783,1.7193,13.5458
PIURA,32.5513,42.8415,46.125,1.3161,55.7288
LORETO,709.8074,1668.9894,8835.1883,2.3513,11.3342
AYACUCHO,1334.755,1687.9838,1587.575,1.2646,63.7948
AYACUCHO,1288.9158,1660.7615,1533.2767,1.2885,64.9887
AYACUCHO,32.1753,54.3688,59.8283,1.6898,54.5248
AYACUCHO,112.1341,244.4525,294.1617,2.18,49.8608
AYACUCHO,1222.0165,2323.3384,9620.2433,1.9012,14.4903
LORETO,1281.4296,1974.7998,9323.8617,1.5411,12.708
AYACUCHO,29.6992,61.9471,99.7167,2.0858,37.2739
