id_demanda,id_instalacion,duracion_min,distancia_km,estimado_por_fallback
651160,00000210,454.0,302.64,True
655680,00000066,746.9,497.95,True
545108,00000210,527.9,351.95,True
666000,00000210,453.8,302.51,True
689916,00000210,512.8,341.85,True
223388,00000066,532.0,354.66,True
231521,00000210,301.0,200.65,True
522914,00000210,635.0,423.32,True
553616,00000210,326.2,217.49,True
654102,00000210,252.5,168.35,True
551627,00000210,593.1,395.42,True
115975,00000210,332.0,221.33,True
626363,00000210,467.2,311.49,True
654997,00000210,271.3,180.85,True
519428,00000210,312.2,208.16,True
210228,00000066,529.9,353.25,True
111735,00000210,314.7,209.81,True
682637,00000210,560.7,373.81,True
543095,00000210,461.0,307.31,True
535089,00000210,308.9,205.92,True
681799,00000210,360.1,240.08,True
130576,00000210,288.1,192.08,True
111235,00000210,540.6,360.41,True
512993,00000210,348.0,232.02,True
689984,00000210,456.0,304.0,True
115439,00000210,281.0,187.34,True
520900,00000210,264.7,176.44,True
524038,00000210,217.7,145.16,True
654870,00000210,693.6,462.4,True
212730,00000210,280.6,187.04,True
690007,00000210,522.6,348.41,True
652070,00000210,713.9,475.96,True
246538,00000210,610.3,406.86,True
250725,00000210,297.0,197.98,True
130912,00000210,398.1,265.39,True
527602,00000210,367.0,244.69,True
213225,00000210,409.4,272.91,True
654952,00000210,450.8,300.51,True
684157,00000210,547.0,364.65,True
551164,00000210,296.8,197.87,True
690004,00000210,670.8,447.23,True
622842,00000210,194.3,129.51,True
129636,00000210,642.4,428.25,True
218059,00000066,584.2,389.46,True
238992,00000210,249.1,166.05,True
221836,00000066,505.1,336.74,True
654859,00000066,736.0,490.67,True
689915,00000066,672.6,448.37,True
513812,00000210,363.9,242.62,True
250302,00000066,725.6,483.76,True
545925,00000210,303.4,202.24,True
113021,00000066,750.3,500.21,True
612146,00000210,631.5,421.01,True
129759,00000210,561.4,374.25,True
223119,00000210,309.3,206.22,True
229622,00000066,481.2,320.77,True
653282,00000210,454.0,302.68,True
653785,00000210,531.6,354.37,True
243668,00000210,367.5,245.01,True
611276,00000210,340.0,226.64,True
625283,00000210,663.3,442.23,True
623952,00000066,525.6,350.4,True
250541,00000210,290.9,193.9,True
653855,00000210,450.5,300.32,True
113616,00000210,299.1,199.38,True
617496,00000210,573.5,382.31,True
682657,00000210,456.1,304.09,True
530738,00000210,325.0,216.64,True
